customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,MonthlyCharges,TotalCharges,Churn
CUST00442,Female,0,5,No,No,106.09,520.71,Yes
CUST00443,Male,0,19,No,Fiber optic,62.96,1167.03,No
CUST00444,Female,0,65,Yes,No,61.28,4220.88,No
CUST00445,Female,0,50,Yes,Fiber optic,96.68,5096.71,Yes
CUST00446,Male,0,17,No,DSL,86.72,1540.84,No
CUST00447,Female,1,8,Yes,DSL,91.08,711.26,Yes
CUST00448,Male,0,9,No,No,80.7,679.29,Yes
CUST00449,Male,0,68,No,Fiber optic,36.38,3056.68,No
CUST00450,Female,0,7,No,DSL,63.48,,No
CUST00451,Male,1,37,Yes,Fiber optic,49.21,1846.05,Yes
CUST00452,Male,0,19,No,DSL,25.72,658.21,No
CUST00453,Female,0,11,Yes,DSL,109.49,1255.67,No
CUST00454,Female,0,69,No,No,33.11,2139.8,No
CUST00455,Male,0,21,No,Fiber optic,26.7,768.77,Yes
CUST00456,Male,0,20,No,DSL,37.34,635.82,No
CUST00457,Male,0,41,Yes,Fiber optic,72.25,3184.21,Yes
CUST00458,Female,0,66,No,DSL,83.84,5869.63,No
CUST00459,Male,0,13,Yes,DSL,92.71,1095.38,No
CUST00460,Female,0,39,Yes,DSL,24.13,560.71,No
CUST00461,Male,1,5,No,Fiber optic,99.4,539.77,No
CUST00462,Male,0,38,No,DSL,99.92,3473.21,No
CUST00463,Male,0,16,No,Fiber optic,43.66,675.98,Yes
CUST00464,Male,1,28,Yes,DSL,24.61,859.34,No
CUST00465,Male,0,1,No,DSL,69.24,78.85,No
CUST00466,Male,0,18,No,DSL,73.19,1180.62,No
CUST00467,Male,0,8,No,DSL,71.51,583.66,Yes
CUST00468,Male,1,44,No,No,71.21,2849.43,No
CUST00469,Female,0,8,Yes,DSL,105.4,811.33,Yes
CUST00470,Male,0,7,Yes,Fiber optic,105.22,,Yes
CUST00471,Female,1,8,No,No,103.5,762.64,Yes
CUST00472,Female,0,2,No,DSL,99.77,195.28,No
CUST00473,Male,1,6,Yes,DSL,69.56,362.65,No
CUST00474,Female,0,59,No,No,59.55,3975.31,No
CUST00475,Female,0,34,No,Fiber optic,74.34,2677.27,No
CUST00476,Female,0,46,No,DSL,96.45,4521.82,No
CUST00477,Male,0,14,Yes,DSL,89.76,1373.88,No
CUST00478,Male,0,9,Yes,Fiber optic,68.56,681.91,No
CUST00479,Male,1,33,Yes,No,63.09,1878.38,No
CUST00480,Male,0,13,No,DSL,90.17,1196.53,No
CUST00481,Female,0,46,No,Fiber optic,71.26,3497.11,No
CUST00482,Male,0,3,Yes,DSL,78.52,229.93,No
CUST00483,Male,0,53,Yes,Fiber optic,92.24,4507.26,No
CUST00484,Female,0,23,No,No,62.66,1335.72,No
CUST00485,Male,0,63,Yes,No,85.04,5002.58,No
CUST00486,Male,1,26,Yes,No,69.41,1582.3,Yes
CUST00487,Female,0,61,Yes,DSL,71.36,4761.16,No
CUST00488,Male,0,5,Yes,Fiber optic,88.84,477.13,Yes
CUST00489,Female,0,54,Yes,DSL,51.48,2510.08,No
CUST00490,Female,1,0,Yes,DSL,103.18,,Yes
CUST00491,Female,0,11,No,Fiber optic,97.77,1099.28,Yes
CUST00492,Female,0,67,Yes,No,75.1,5569.61,No
CUST00493,Male,0,2,No,Fiber optic,82.87,,No
CUST00494,Male,0,6,Yes,DSL,75.42,502.04,No
CUST00495,Female,0,5,No,DSL,81.62,,Yes
CUST00496,Female,0,5,Yes,Fiber optic,105.72,550.83,Yes
CUST00497,Female,0,40,Yes,DSL,69.97,2443.94,No
CUST00498,Female,0,25,No,DSL,29.16,,No
CUST00499,Female,0,71,No,Fiber optic,88.22,5848.63,No
CUST00500,Male,0,5,No,No,107.13,551.84,No
CUST00501,Male,0,70,No,Fiber optic,70.19,,No
CUST00502,Female,1,12,Yes,Fiber optic,59.1,598.04,No
CUST00503,Female,0,2,Yes,No,66.86,139.17,No
CUST00504,Male,0,12,No,DSL,72.7,957.21,No
CUST00505,Female,0,50,No,DSL,31.13,1913.68,No
CUST00506,Female,1,56,No,Fiber optic,33.19,1565.67,Yes
CUST00507,Male,0,8,No,Fiber optic,102.29,897.24,No
CUST00508,Female,1,15,No,DSL,92.87,,No
CUST00509,Female,0,10,No,Fiber optic,70.53,633.71,No
CUST00510,Male,1,57,No,No,29.38,1277.06,No
CUST00511,Male,0,49,Yes,DSL,26.15,1563.01,No
CUST00512,Male,0,26,Yes,Fiber optic,42.39,1076.54,No
CUST00513,Male,1,61,No,DSL,28.92,2304.81,No
CUST00514,Female,0,33,No,Fiber optic,53.11,,No
CUST00515,Female,0,12,No,DSL,79.54,1004.85,No
CUST00516,Male,0,57,No,No,41.7,1848.27,No
CUST00517,Female,0,12,No,DSL,33.92,439.44,No
CUST00518,Female,0,6,No,No,65.84,393.55,No
CUST00519,Female,0,8,Yes,No,78.1,646.7,Yes
CUST00520,Female,0,29,Yes,Fiber optic,49.74,1454.84,No
CUST00521,Female,0,19,No,No,67.83,1290.73,No
CUST00522,Female,0,9,Yes,Fiber optic,68.56,541.02,No
CUST00523,Female,0,9,No,Fiber optic,81.2,711.64,Yes
CUST00524,Female,1,58,No,Fiber optic,88.68,4921.56,Yes
CUST00525,Female,1,56,Yes,Fiber optic,52.02,3424.98,No
CUST00526,Male,0,6,No,DSL,88.93,557.37,Yes
CUST00527,Female,0,63,No,DSL,83.32,4747.0,No
CUST00528,Female,0,64,Yes,No,72.79,4037.3,No
CUST00529,Male,0,50,Yes,DSL,93.03,4980.55,No
CUST00530,Female,0,50,Yes,DSL,48.44,2363.51,No
CUST00531,Male,0,62,No,DSL,71.09,4707.87,No
CUST00532,Male,0,68,No,Fiber optic,86.95,5934.28,No
CUST00533,Female,0,47,No,No,87.61,4380.48,No
CUST00534,Female,0,9,No,DSL,91.81,871.47,Yes
CUST00535,Female,1,12,Yes,No,83.43,1012.74,Yes
CUST00536,Female,0,72,Yes,DSL,57.38,4243.52,No
CUST00537,Male,1,39,Yes,Fiber optic,94.0,3324.42,No
CUST00538,Male,0,9,Yes,Fiber optic,105.0,987.14,Yes
CUST00539,Female,0,42,No,Fiber optic,38.7,1649.5,No
CUST00540,Male,0,1,Yes,Fiber optic,109.33,118.35,Yes
CUST00541,Male,0,8,Yes,Fiber optic,92.75,,No
CUST00542,Female,0,8,No,Fiber optic,93.75,724.7,No
CUST00543,Female,0,59,Yes,Fiber optic,85.5,4854.45,No
CUST00544,Male,0,51,No,DSL,66.67,2932.19,No
CUST00545,Male,1,5,Yes,DSL,79.32,403.57,Yes
CUST00546,Male,1,24,No,DSL,96.57,2303.98,Yes
CUST00547,Male,1,36,No,No,25.28,1125.29,No
CUST00548,Male,0,44,No,DSL,42.64,1569.32,No
CUST00549,Male,0,54,Yes,Fiber optic,67.71,3459.42,No
CUST00550,Female,0,10,Yes,Fiber optic,102.84,1123.28,No
CUST00551,Female,0,26,Yes,DSL,96.84,2596.99,No
CUST00552,Female,0,9,Yes,DSL,69.06,607.06,No
CUST00553,Male,0,53,No,DSL,39.5,1882.99,No
CUST00554,Male,0,7,No,DSL,81.12,581.03,No
CUST00555,Male,0,36,Yes,DSL,74.48,2678.51,No
CUST00556,Male,0,0,No,DSL,102.49,,Yes
CUST00557,Female,0,32,Yes,No,22.98,597.4,No
CUST00558,Male,0,5,No,No,104.85,478.18,No
CUST00559,Female,0,12,Yes,Fiber optic,89.36,1177.86,No
CUST00560,Male,0,4,Yes,No,100.06,375.89,No
CUST00561,Female,0,70,Yes,DSL,51.65,4132.39,No
CUST00562,Female,0,37,Yes,DSL,62.23,2347.34,No
CUST00563,Female,0,10,Yes,No,82.73,762.14,Yes
CUST00564,Male,0,7,No,No,91.19,,No
CUST00565,Female,0,3,Yes,DSL,98.6,271.13,Yes
CUST00566,Female,0,12,No,Fiber optic,24.57,174.88,No
CUST00567,Female,0,41,No,DSL,61.84,2470.08,No
CUST00568,Male,0,7,No,No,96.92,636.83,Yes
CUST00569,Male,0,0,No,DSL,83.51,,Yes
CUST00570,Female,1,10,No,No,91.14,997.24,Yes
CUST00571,Female,0,0,No,Fiber optic,60.37,,No
CUST00572,Female,0,66,Yes,DSL,85.72,5307.66,No
CUST00573,Male,0,1,Yes,No,103.97,113.21,Yes
CUST00574,Female,0,16,No,Fiber optic,97.62,1519.34,No
CUST00575,Female,1,3,Yes,DSL,92.3,295.07,No
CUST00576,Female,0,20,Yes,DSL,69.91,1320.82,No
CUST00577,Male,1,65,Yes,No,54.08,3033.32,No
CUST00578,Male,0,39,Yes,Fiber optic,48.37,1805.85,Yes
CUST00579,Female,0,29,No,DSL,66.95,1715.99,No
CUST00580,Male,0,1,Yes,Fiber optic,108.66,100.46,Yes
CUST00581,Female,1,46,No,DSL,90.69,4296.37,No
CUST00582,Male,0,2,No,DSL,86.14,169.14,Yes
CUST00583,Male,0,58,No,No,52.45,3102.57,No
CUST00584,Female,0,1,Yes,No,63.89,61.83,No
CUST00585,Female,0,9,Yes,Fiber optic,97.95,971.31,Yes
CUST00586,Male,0,8,No,No,85.87,616.33,Yes
CUST00587,Male,1,4,Yes,DSL,86.38,370.28,Yes
CUST00588,Female,0,7,Yes,Fiber optic,106.71,744.05,No
CUST00589,Female,0,32,No,No,34.69,809.2,No
CUST00590,Male,0,58,No,DSL,25.04,1083.88,No
CUST00591,Female,0,3,No,No,73.99,248.81,No
CUST00592,Female,0,9,No,Fiber optic,68.64,694.67,Yes
CUST00593,Male,0,8,No,Fiber optic,100.6,848.79,Yes
CUST00594,Male,0,2,No,DSL,62.49,114.06,No
CUST00595,Female,0,51,Yes,Fiber optic,55.08,2636.48,No
CUST00596,Female,0,34,No,No,23.32,743.97,No
CUST00597,Female,0,2,No,DSL,63.8,118.05,No
CUST00598,Male,1,19,No,No,68.0,,No
CUST00599,Female,1,30,No,DSL,41.74,1198.91,No
CUST00600,Female,0,3,Yes,DSL,77.19,214.64,No
CUST00601,Female,1,66,No,DSL,98.48,6567.64,No
CUST00602,Female,0,34,Yes,No,31.35,1238.45,No
CUST00603,Male,0,9,No,DSL,108.02,980.92,No
CUST00604,Female,0,11,Yes,Fiber optic,109.53,1256.02,Yes
CUST00605,Male,0,69,No,Fiber optic,75.34,5409.19,No
CUST00606,Male,0,0,No,Fiber optic,70.54,,Yes
CUST00607,Female,1,49,Yes,DSL,96.5,4843.53,No
CUST00608,Male,0,10,Yes,Fiber optic,108.74,1121.06,Yes
CUST00609,Female,0,49,Yes,Fiber optic,84.08,,No
CUST00610,Male,0,28,Yes,Fiber optic,21.43,735.22,Yes
CUST00611,Female,0,15,No,Fiber optic,79.52,1336.79,No
CUST00612,Male,0,6,No,DSL,84.18,449.08,Yes
CUST00613,Female,0,3,No,Fiber optic,67.77,227.49,No
CUST00614,Male,0,5,Yes,DSL,98.41,470.71,No
CUST00615,Male,0,1,No,DSL,62.29,61.09,No
CUST00616,Female,0,2,No,DSL,91.94,200.47,Yes
CUST00617,Male,0,26,Yes,Fiber optic,54.96,1238.85,No
CUST00618,Female,0,65,No,DSL,81.13,5170.21,No
CUST00619,Male,1,10,Yes,Fiber optic,96.44,949.79,No
CUST00620,Female,0,14,No,Fiber optic,76.85,1162.36,Yes
CUST00621,Male,0,50,No,DSL,53.06,2521.53,No
CUST00622,Female,1,5,No,DSL,64.25,274.76,No
CUST00623,Male,1,30,No,No,75.58,2513.8,Yes
CUST00624,Male,0,68,Yes,DSL,83.52,5010.85,No
CUST00625,Male,0,14,No,Fiber optic,26.25,477.16,No
CUST00626,Male,0,35,Yes,No,94.78,3566.8,No
CUST00627,Male,0,12,No,Fiber optic,23.85,178.89,No
CUST00628,Male,0,16,No,Fiber optic,77.18,1393.26,No
CUST00629,Female,0,54,Yes,Fiber optic,73.53,4299.35,Yes
CUST00630,Female,0,22,Yes,Fiber optic,67.44,1551.49,No
CUST00631,Female,0,70,No,Fiber optic,40.56,3156.44,No
CUST00632,Male,1,12,Yes,DSL,60.32,635.0,No
CUST00633,Female,0,22,No,No,72.55,1507.09,No
CUST00634,Female,0,3,No,Fiber optic,88.64,255.05,Yes
CUST00635,Female,0,53,No,No,40.47,1780.32,No
CUST00636,Male,0,71,No,Fiber optic,27.88,2002.99,Yes
CUST00637,Female,1,40,No,No,75.98,2738.85,Yes
CUST00638,Female,0,45,No,DSL,98.57,4204.51,No
CUST00639,Female,0,6,Yes,No,63.3,371.91,No
CUST00640,Male,0,0,Yes,DSL,61.03,,No
CUST00641,Female,0,17,Yes,DSL,48.37,901.63,No
CUST00642,Male,0,37,No,DSL,53.82,1867.69,No
CUST00643,Male,0,11,No,DSL,98.15,1163.46,Yes
CUST00644,Male,1,4,No,Fiber optic,67.17,231.97,No
CUST00645,Female,1,32,Yes,DSL,21.76,584.02,No
CUST00646,Male,0,67,Yes,Fiber optic,59.38,4432.38,No
CUST00647,Male,0,37,No,DSL,48.0,1800.87,No
CUST00648,Female,0,55,No,DSL,59.84,3431.09,No
CUST00649,Female,0,33,Yes,DSL,27.25,822.01,No
CUST00650,Male,0,7,No,Fiber optic,61.05,395.75,No
CUST00651,Male,0,29,Yes,Fiber optic,75.79,2467.81,No
CUST00652,Female,1,17,Yes,Fiber optic,35.61,500.78,No
CUST00653,Female,0,36,Yes,Fiber optic,82.49,2954.45,Yes
CUST00654,Female,0,23,No,DSL,66.88,1446.41,No
CUST00655,Female,0,44,Yes,Fiber optic,90.11,4183.07,No
CUST00656,Female,0,6,Yes,DSL,66.24,388.91,No
CUST00657,Male,0,7,Yes,Fiber optic,64.43,458.51,No
CUST00658,Female,1,29,Yes,No,69.78,1891.93,No
CUST00659,Male,0,54,No,DSL,45.93,2689.78,No
CUST00660,Female,0,2,No,Fiber optic,75.38,,Yes
CUST00661,Male,0,9,No,Fiber optic,79.93,727.2,Yes
CUST00662,Female,0,4,Yes,Fiber optic,93.59,412.86,No
CUST00663,Male,1,0,No,Fiber optic,72.65,,No
CUST00664,Male,0,54,No,DSL,74.42,3782.6,No
CUST00665,Male,1,1,No,DSL,62.16,59.8,No
CUST00666,Male,0,33,No,No,30.3,1019.35,No
CUST00667,Male,0,9,No,DSL,60.28,624.74,No
CUST00668,Female,0,59,No,Fiber optic,98.43,5516.48,Yes
CUST00669,Male,1,5,No,No,74.31,355.82,No
CUST00670,Male,0,28,No,DSL,83.87,2107.72,No
CUST00671,Female,1,40,Yes,DSL,60.18,2620.25,No
CUST00672,Male,0,16,Yes,DSL,71.7,1212.15,No
CUST00673,Female,1,38,Yes,Fiber optic,68.36,2353.51,No
CUST00674,Male,1,8,Yes,Fiber optic,87.37,659.23,Yes
CUST00675,Male,1,71,Yes,Fiber optic,92.09,7072.01,Yes
CUST00676,Male,0,56,Yes,No,84.19,4994.58,No
CUST00677,Female,0,12,No,Fiber optic,71.13,757.84,No
CUST00678,Male,0,3,Yes,Fiber optic,74.95,210.74,No
CUST00679,Male,0,0,No,DSL,104.33,,No
CUST00680,Female,0,26,No,DSL,59.24,1342.78,No
CUST00681,Female,0,47,No,Fiber optic,82.15,4275.73,No
CUST00682,Male,1,47,No,DSL,85.51,4487.3,No
CUST00683,Male,0,66,No,No,73.21,4995.56,No
CUST00684,Female,0,58,Yes,Fiber optic,51.29,3185.86,No
CUST00685,Female,0,27,Yes,No,42.08,1289.22,No
CUST00686,Female,0,63,No,Fiber optic,47.11,3513.14,No
CUST00687,Female,0,6,No,Fiber optic,78.27,501.27,Yes
CUST00688,Female,1,16,No,DSL,56.69,1020.16,No
CUST00689,Male,0,57,Yes,DSL,89.58,,No
CUST00690,Female,1,34,No,DSL,69.93,2200.42,No
CUST00691,Female,0,26,Yes,DSL,39.35,912.88,No
CUST00692,Female,0,55,Yes,Fiber optic,35.73,2003.53,No
CUST00693,Female,0,71,No,DSL,94.06,6597.6,No
CUST00694,Male,0,8,No,No,107.8,858.73,Yes
CUST00695,Female,0,8,No,Fiber optic,68.9,578.58,Yes
CUST00696,Female,0,53,Yes,No,40.49,2311.63,No
CUST00697,Female,1,41,Yes,DSL,99.99,3858.24,Yes
CUST00698,Male,0,50,No,No,39.38,,No
CUST00699,Male,0,63,No,Fiber optic,53.26,3517.09,No
CUST00700,Female,0,16,No,DSL,72.77,1023.49,No
CUST00701,Female,0,7,No,DSL,109.5,803.57,Yes
CUST00702,Male,0,45,Yes,No,63.37,2576.62,No
CUST00703,Male,0,60,No,Fiber optic,83.8,5152.88,No
CUST00704,Male,0,8,No,Fiber optic,96.51,725.24,No
CUST00705,Female,1,7,Yes,DSL,109.48,756.5,Yes
CUST00706,Female,0,2,Yes,Fiber optic,105.08,222.38,Yes
CUST00707,Male,1,61,Yes,DSL,33.4,2008.15,No
CUST00708,Female,1,12,Yes,DSL,98.97,1102.91,Yes
CUST00709,Male,0,0,No,No,76.16,,No
CUST00710,Female,0,9,Yes,Fiber optic,95.21,864.12,Yes
CUST00711,Male,0,3,Yes,Fiber optic,67.95,174.72,Yes
CUST00712,Female,0,9,No,DSL,91.84,827.05,Yes
CUST00713,Male,0,11,Yes,Fiber optic,102.26,1038.27,Yes
CUST00714,Male,0,2,Yes,DSL,100.77,209.2,No
CUST00715,Female,0,46,No,DSL,42.22,1498.85,No
CUST00716,Male,0,7,No,DSL,62.89,458.49,No
CUST00717,Female,0,59,No,No,32.0,1873.05,No
CUST00718,Male,0,34,Yes,Fiber optic,42.33,1360.56,No
CUST00719,Male,0,56,Yes,DSL,69.64,3583.42,No
CUST00720,Female,0,27,No,Fiber optic,72.95,1935.05,No
CUST00721,Male,0,36,Yes,Fiber optic,85.08,3289.88,No
CUST00722,Female,0,10,Yes,DSL,67.62,756.06,No
CUST00723,Female,0,30,No,DSL,46.81,,No
CUST00724,Male,0,2,Yes,No,102.96,198.23,Yes
CUST00725,Female,0,58,No,No,50.9,3496.85,No
CUST00726,Male,1,40,No,DSL,88.58,3629.82,Yes
CUST00727,Male,0,56,No,DSL,48.79,2504.39,No
CUST00728,Female,0,4,No,Fiber optic,95.13,391.47,No
CUST00729,Female,0,42,Yes,No,52.0,1783.01,No
CUST00730,Female,0,46,Yes,DSL,36.51,1744.96,No
CUST00731,Male,0,0,Yes,DSL,96.78,,No
CUST00732,Male,0,7,No,DSL,66.08,480.16,No
CUST00733,Male,0,57,Yes,DSL,96.78,5950.22,No
CUST00734,Male,0,12,No,Fiber optic,54.65,758.26,Yes
CUST00735,Male,0,1,No,Fiber optic,100.94,104.09,No
CUST00736,Male,0,0,Yes,Fiber optic,80.51,,Yes
CUST00737,Female,0,35,No,DSL,29.45,1249.04,No
CUST00738,Female,0,5,Yes,Fiber optic,61.81,354.13,No
CUST00739,Male,0,45,Yes,Fiber optic,50.17,2547.62,No
CUST00740,Male,0,70,Yes,No,39.33,2895.16,No
CUST00741,Male,0,0,Yes,Fiber optic,68.27,,No
CUST00742,Female,0,43,No,No,45.34,1647.08,No
CUST00743,Female,0,56,No,Fiber optic,25.65,1048.67,Yes
CUST00744,Female,0,19,Yes,Fiber optic,25.72,596.57,No
CUST00745,Male,0,0,Yes,DSL,95.71,,Yes
CUST00746,Male,0,4,Yes,No,94.58,353.45,Yes
CUST00747,Male,0,51,No,DSL,85.81,4407.38,No
CUST00748,Female,0,2,Yes,No,68.38,156.58,No
CUST00749,Male,0,36,Yes,No,29.96,894.24,No
CUST00750,Male,0,29,Yes,Fiber optic,52.27,1285.35,No
CUST00751,Female,0,43,Yes,Fiber optic,67.85,2506.75,No
CUST00752,Female,0,55,No,Fiber optic,52.85,3151.69,No
CUST00753,Female,0,38,No,Fiber optic,25.98,916.02,No
CUST00754,Female,0,27,No,DSL,48.67,1384.04,No
CUST00755,Male,0,40,Yes,Fiber optic,69.21,2893.13,Yes
CUST00756,Male,0,68,Yes,No,87.3,6427.45,No
CUST00757,Male,1,6,No,Fiber optic,66.95,373.44,No
CUST00758,Female,0,8,Yes,DSL,65.86,527.85,No
CUST00759,Male,0,5,Yes,DSL,96.51,460.13,Yes
CUST00760,Male,0,9,Yes,Fiber optic,85.82,858.44,No
CUST00761,Female,0,5,No,Fiber optic,87.45,413.73,No
CUST00762,Male,0,31,No,DSL,38.13,1038.23,No
CUST00763,Female,0,71,Yes,Fiber optic,22.0,2173.0,No
CUST00764,Male,0,7,Yes,DSL,74.32,458.88,No
CUST00765,Male,1,7,No,Fiber optic,74.22,518.29,Yes
CUST00766,Female,1,38,No,Fiber optic,78.33,3167.28,No
CUST00767,Female,0,5,No,No,99.53,498.03,Yes
CUST00768,Male,0,10,No,Fiber optic,93.97,1020.94,No
CUST00769,Female,1,26,Yes,No,81.37,2014.89,No
CUST00770,Female,0,51,No,DSL,49.18,2411.32,No
CUST00771,Male,1,1,No,Fiber optic,60.71,51.46,No
CUST00772,Male,0,58,Yes,DSL,71.72,,No
CUST00773,Male,0,6,No,Fiber optic,74.51,449.17,Yes
CUST00774,Male,0,51,No,DSL,67.56,3787.92,No
CUST00775,Female,0,28,Yes,No,63.32,1956.96,No
CUST00776,Female,1,10,No,No,78.83,762.64,Yes
CUST00777,Female,0,67,No,Fiber optic,84.11,5318.58,Yes
CUST00778,Male,0,54,No,Fiber optic,51.92,2570.06,No
CUST00779,Male,0,14,Yes,DSL,48.15,778.59,No
CUST00780,Male,0,13,No,Fiber optic,40.25,452.85,Yes
CUST00781,Male,0,41,No,No,95.25,3498.32,No
CUST00782,Female,0,47,Yes,DSL,99.54,5118.0,No
CUST00783,Male,0,1,No,DSL,73.57,,Yes
CUST00784,Male,0,30,Yes,No,40.43,1379.17,No
CUST00785,Female,0,27,No,DSL,51.71,1302.87,No
CUST00786,Female,0,6,No,Fiber optic,73.36,444.92,Yes
CUST00787,Female,0,12,Yes,Fiber optic,98.07,1239.15,No
CUST00788,Female,0,54,No,No,97.16,5048.74,No
CUST00789,Male,0,8,Yes,Fiber optic,101.6,735.09,Yes
CUST00790,Female,0,56,No,DSL,56.81,3541.64,No
CUST00791,Female,0,60,Yes,DSL,87.78,5590.36,No
CUST00792,Female,0,3,Yes,Fiber optic,108.64,337.08,Yes
CUST00793,Male,0,5,No,DSL,63.92,282.39,No
CUST00794,Female,0,43,No,DSL,23.82,597.75,No
CUST00795,Female,0,17,No,No,92.8,1525.44,No
CUST00796,Male,1,18,Yes,Fiber optic,30.14,375.21,No
CUST00797,Male,0,3,Yes,DSL,99.9,285.38,Yes
CUST00798,Female,0,9,No,DSL,67.89,531.54,No
CUST00799,Male,0,20,Yes,Fiber optic,85.7,,No
CUST00800,Male,1,68,No,Fiber optic,80.23,5662.21,Yes
CUST00801,Male,0,71,Yes,No,36.73,1981.24,No
CUST00802,Female,0,55,Yes,Fiber optic,68.87,4331.5,No
CUST00803,Female,0,5,No,Fiber optic,76.99,361.39,Yes
CUST00804,Female,0,26,No,Fiber optic,41.91,1258.66,No
CUST00805,Female,1,70,Yes,DSL,20.36,816.3,No
CUST00806,Female,0,28,Yes,DSL,39.19,869.42,No
CUST00807,Male,0,43,No,DSL,66.17,3235.86,No
CUST00808,Female,0,41,Yes,DSL,99.33,3805.81,No
CUST00809,Female,0,38,No,Fiber optic,78.04,3288.16,Yes
CUST00810,Male,0,19,No,No,85.15,1628.84,No
CUST00811,Male,0,46,Yes,Fiber optic,95.53,,No
CUST00812,Female,0,15,Yes,No,55.8,985.18,No
CUST00813,Female,0,3,Yes,DSL,60.56,205.28,No
CUST00814,Female,0,23,No,Fiber optic,53.15,1265.12,No
CUST00815,Female,0,62,Yes,DSL,21.91,1732.53,No
CUST00816,Female,0,14,No,Fiber optic,35.51,374.02,No
CUST00817,Female,0,57,No,No,82.51,4710.93,No
CUST00818,Male,0,12,Yes,DSL,99.58,1112.36,No
CUST00819,Female,0,70,Yes,DSL,44.27,2738.67,No
CUST00820,Female,0,66,No,No,89.29,6055.79,No
CUST00821,Female,1,4,Yes,No,78.67,292.97,No
CUST00822,Male,1,21,Yes,DSL,73.32,1372.88,No
CUST00823,Female,0,3,No,Fiber optic,89.04,277.94,No
CUST00824,Female,1,57,Yes,DSL,56.66,3406.09,No
CUST00825,Female,0,52,No,DSL,43.37,,No
CUST00826,Female,0,37,No,DSL,20.42,471.06,No
CUST00827,Female,1,31,Yes,Fiber optic,30.8,1147.28,No
CUST00828,Female,0,7,No,DSL,82.25,633.4,No
CUST00829,Male,0,42,Yes,DSL,83.4,3350.02,No
CUST00830,Male,0,3,Yes,Fiber optic,83.87,262.68,Yes
CUST00831,Female,0,35,Yes,No,74.36,2685.73,No
CUST00832,Female,0,56,No,Fiber optic,64.1,3816.17,No
CUST00833,Female,0,54,Yes,DSL,91.09,,No
CUST00834,Male,0,61,Yes,DSL,50.55,2544.23,No
CUST00835,Male,0,19,No,DSL,82.92,1435.0,No
CUST00836,Male,0,8,No,DSL,94.04,828.76,No
CUST00837,Female,1,35,No,Fiber optic,53.11,1752.66,No
CUST00838,Male,1,2,No,Fiber optic,91.93,191.23,Yes
CUST00839,Female,0,8,No,No,85.0,754.69,Yes
CUST00840,Male,0,70,No,Fiber optic,54.04,4064.75,No
CUST00841,Female,0,18,No,DSL,67.78,1362.65,No
CUST00842,Female,1,17,No,DSL,97.68,1579.2,No
CUST00843,Female,1,12,No,Fiber optic,83.5,999.98,No
CUST00844,Male,0,37,Yes,No,45.81,1733.35,No
CUST00845,Female,0,12,No,Fiber optic,93.38,1084.38,No
CUST00846,Male,0,56,No,No,76.48,3795.15,No
CUST00847,Female,0,15,No,DSL,27.51,342.08,No
CUST00848,Female,0,3,Yes,DSL,88.99,280.81,No
CUST00849,Female,1,14,No,No,36.0,,Yes
CUST00850,Female,0,2,No,DSL,61.27,123.83,No
CUST00851,Female,0,12,No,Fiber optic,91.36,998.26,Yes
CUST00852,Female,0,21,Yes,Fiber optic,50.48,1057.46,No
CUST00853,Male,0,8,No,DSL,103.46,869.34,Yes
CUST00854,Female,0,2,Yes,Fiber optic,95.77,173.82,No
CUST00855,Female,0,12,No,Fiber optic,35.55,519.79,No
CUST00856,Female,1,28,No,No,62.73,1489.98,No
CUST00857,Female,0,55,No,Fiber optic,53.8,3025.53,No
CUST00858,Female,1,45,Yes,DSL,94.24,4660.76,No
CUST00859,Male,0,11,Yes,DSL,105.66,1134.32,Yes
CUST00860,Male,0,37,Yes,DSL,84.06,2795.18,No
CUST00861,Male,1,47,Yes,Fiber optic,34.1,2026.56,Yes
CUST00862,Female,0,19,Yes,Fiber optic,92.83,1934.9,No
CUST00863,Female,0,47,No,DSL,90.36,4529.04,No
CUST00864,Female,0,57,Yes,No,35.79,2096.73,No
CUST00865,Female,0,0,Yes,Fiber optic,83.79,,No
CUST00866,Female,0,10,No,Fiber optic,76.21,849.22,Yes
CUST00867,Female,0,7,Yes,DSL,76.57,538.73,Yes
CUST00868,Male,0,9,No,DSL,101.34,968.47,Yes
CUST00869,Female,1,6,No,Fiber optic,81.17,431.53,Yes
CUST00870,Male,0,71,No,Fiber optic,31.77,1812.5,No
CUST00871,Female,0,15,Yes,DSL,80.37,1254.09,No
CUST00872,Female,0,42,Yes,DSL,59.89,2438.63,No
CUST00873,Male,0,54,Yes,Fiber optic,59.3,3462.72,No
CUST00874,Male,0,5,Yes,DSL,76.21,424.44,Yes
CUST00875,Male,1,11,Yes,DSL,60.25,648.16,No
CUST00876,Male,0,3,No,No,68.02,177.8,No
CUST00877,Male,0,53,Yes,DSL,49.46,2119.96,No
CUST00878,Female,0,21,Yes,DSL,97.73,2006.51,No
CUST00879,Male,1,12,No,DSL,63.17,782.11,Yes
CUST00880,Female,0,12,No,DSL,90.1,1136.44,No
CUST00881,Female,0,57,Yes,No,44.51,2483.8,No
CUST00882,Male,1,2,No,Fiber optic,95.08,194.41,Yes
CUST00883,Female,0,8,Yes,Fiber optic,61.32,568.29,Yes
CUST00884,Male,0,1,Yes,DSL,100.31,97.16,No
